MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition
0.4244623305429472,0.2128771963643249,-0.13327022431347535,0.6514792433257054,-0.5171998069472914,1.0509937888999856,0.8786680880058696,1.193073548936565,0.7794310595713416,-0.35534240780090887,-0.3405109098894645,0.0025128746429474535,-0.8036450418532293,1.1805282453751202,-0.1336023189084742,0.5291939272086494,1.1078101491462133,-0.24292317354969858,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.20760727197535278,0.9122097711603002,-0.9512264882332893,1.0211566694093044,0.31172464418307205,0.35100032086652694,-0.9467014684878265,0.8452087808985793,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,-1.599111099180035,0.1387774889497933,208500.0,3,1,0,3,3,0,4,0,5,2,1,0,5,1,1,11,13,1,2,4,2,2,3,3,2,5,0,0,1,4,2,6,0,1,1,4,4,2,0,0,0,8,4
-1.1252018449678067,0.6457472613948461,0.1134128858810546,-0.07183611428306244,2.179627757849301,0.15673371079690998,-0.4295769652193609,-0.8159593473487858,0.8882568659259541,-0.35534240780090887,0.0022183470683185807,0.3411144831911436,0.4184785783529064,-0.8701173641387884,-0.1336023189084742,-0.381965483549104,-0.8199643654586394,4.0214528418959015,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.20760727197535278,-0.31868326571034533,0.6004949339126351,-0.10448285666217842,0.31172464418307205,-0.060731012615303295,1.2495398091517058,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,-0.489110050937792,-0.6144386220786311,181500.0,3,1,0,3,3,0,2,0,24,1,1,0,2,1,1,7,8,2,3,4,1,2,3,1,0,5,0,0,1,4,3,6,5,1,1,4,4,2,0,0,0,8,4
0.4244623305429472,0.29945120937042913,0.4200491346062415,0.6514792433257054,-0.5171998069472914,0.9847523016330911,0.8302145675160463,1.1210304498107873,0.6548028018522422,-0.35534240780090887,0.23037212939947482,0.0653967113894059,-0.5766767691786049,1.1847617603650702,-0.1336023189084742,0.6596311910588607,1.1078101491462133,-0.24292317354969858,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.20760727197535278,-0.31868326571034533,0.6004949339126351,0.9377759637743798,0.31172464418307205,0.6317262300586839,-0.9467014684878265,0.6751373224620149,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,0.9908913467185322,0.1387774889497933,223500.0,3,1,0,0,3,0,4,0,5,2,1,0,5,1,1,11,13,1,2,4,2,2,3,2,2,5,0,0,1,4,2,6,5,1,1,4,4,2,0,0,0,8,4
0.6450728478016546,0.0685871746874845,0.10331721412432927,0.6514792433257054,-0.5171998069472914,-1.8636316508433721,-0.720298088158301,-0.8159593473487858,0.384538895318318,-0.35534240780090887,0.3480342559671154,-0.10581899953790543,-0.4394207355100354,1.1435502887746491,-0.1336023189084742,0.5414477247626573,1.1078101491462133,-0.24292317354969858,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.20760727197535278,0.29676325272497744,0.6004949339126351,0.8127049053219927,1.6503069397927341,0.7908042452675729,-0.9467014684878265,0.5925582926186244,2.8443743576062896,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,-1.599111099180035,-1.3676547331070554,140000.0,3,1,0,0,3,0,0,0,6,2,1,0,5,1,1,12,15,2,3,4,0,3,1,3,0,5,0,2,1,4,2,6,3,5,2,4,4,2,0,0,0,8,0
0.4244623305429472,0.7611792787363184,0.8784313527562004,1.3747946009344731,-0.5171998069472914,0.9516315579996439,0.7333075265363995,1.4127096432092436,0.7543995686821827,-0.35534240780090887,0.29571099938103146,0.2562366999455119,0.1121269807335521,1.2440867515963596,-0.1336023189084742,1.2822945202909706,1.1078101491462133,-0.24292317354969858,0.7897405221108432,1.2275853765130371,1.3900227611572622,-0.20760727197535278,1.527656289595623,0.6004949339126351,0.8960856109569174,1.6503069397927341,1.6984846849888804,1.0808841527880613,0.9918482705072537,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,2.100892394960775,0.1387774889497933,250000.0,3,1,0,0,3,0,2,0,15,2,1,0,5,1,1,11,13,1,2,4,2,2,3,0,2,5,0,0,1,4,2,6,5,1,1,4,4,2,0,0,0,8,4
0.16426234104343485,0.7900372830716864,0.8586715017442426,-0.7951514718918303,-0.5171998069472914,0.7197863525655132,0.4910399240872828,-0.8159593473487858,0.7915055176998225,-0.35534240780090887,-0.7952963221832784,-0.06086088818213023,-1.0323816175061022,1.055765401622345,-0.1336023189084742,-0.15327142453560696,1.1078101491462133,-0.24292317354969858,-1.0260408358133,1.2275853765130371,-2.288708171693981,-0.20760727197535278,-0.934129784145668,-0.9512264882332893,0.6042531412346811,0.31172464418307205,0.03284429044874903,0.48404688563261056,0.5230619862900139,-0.4042442108783149,8.5288849645289,-0.29276941900848363,-0.06939258050999438,5.155843751854795,1.3608916961326132,0.8919935999782177,143000.0,3,1,0,0,3,0,4,0,11,2,1,0,0,1,1,11,13,2,3,4,4,2,3,3,2,5,0,0,1,4,3,6,0,1,2,4,4,2,0,3,3,8,4
-1.1252018449678067,0.5014572397180057,0.20850702997059253,1.3747946009344731,-0.5171998069472914,1.084114532533433,0.9755751289855163,1.1732634490647547,1.0006043382468603,-0.35534240780090887,0.06133298800427791,0.5938490492003943,1.3455889708585924,-0.8701173641387884,-0.1336023189084742,0.5009959421231589,1.1078101491462133,-0.24292317354969858,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.20760727197535278,0.29676325272497744,0.6004949339126351,1.0628470222267667,0.31172464418307205,0.7627316543483571,1.1897195728940069,0.814213325495542,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,0.6208909973044512,-0.6144386220786311,307000.0,3,1,0,3,3,0,4,0,21,2,1,0,2,1,1,11,13,3,2,4,2,0,3,0,2,5,0,0,1,4,2,6,3,1,1,4,4,2,0,0,0,8,4
0.4244623305429472,-1.6628930854346002,0.2648124119053174,0.6514792433257054,0.38174271465157283,0.05737147989656824,-0.5749375266888309,1.2697329777245665,0.844927523607775,1.5403871109320115,-0.14485945521864269,0.22679424792710304,0.005859570478879222,1.2232125099903688,-0.1336023189084742,1.1311481301731448,1.1078101491462133,-0.24292317354969858,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.20760727197535278,0.29676325272497744,2.1522163560585597,-0.2295539151145654,0.31172464418307205,0.05155935106155949,1.1583790905570357,1.4010034233532471,2.74259221886928,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,4.591453896436666,1.7308920455466943,0.8919935999782177,200000.0,3,1,0,0,3,0,0,0,14,4,1,0,5,1,1,5,6,3,3,4,1,2,3,2,0,1,0,0,1,4,3,6,5,1,1,4,4,2,0,0,3,8,4
-1.1252018449678067,0.3571672180411653,0.4114373322793409,-0.7951514718918303,-0.5171998069472914,-0.20759446917100974,-0.9625656906074178,-0.8159593473487858,0.8627174173278327,-0.35534240780090887,-0.400943601613064,0.1723336629619597,-0.19070643976992047,-0.8701173641387884,-0.1336023189084742,-0.9621411308592118,1.1078101491462133,-0.24292317354969858,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.20760727197535278,-0.934129784145668,-0.9512264882332893,-0.563076737654264,-1.02685765142659,-0.41631716425870213,-0.9467014684878265,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,-1.599111099180035,0.1387774889497933,129500.0,3,1,0,3,3,0,4,0,19,2,1,0,2,3,1,5,6,2,3,4,1,3,3,3,4,5,0,0,1,4,3,6,0,5,2,4,4,2,0,0,0,8,4
0.4244623305429472,0.7900372830716864,0.5325412951942003,2.0981099585432412,-0.5171998069472914,1.1172352761668802,1.0240286494753397,1.3361601867807424,0.8950181331818131,-0.35534240780090887,-0.2517523989074381,0.278799154590654,0.21226477881385913,1.268709904208423,-0.1336023189084742,1.4495189887221012,1.1078101491462133,-0.24292317354969858,2.6055218800349866,-0.7616206719986545,1.3900227611572622,-0.20760727197535278,2.7585493264662686,2.1522163560585597,1.104537375044229,1.6503069397927341,1.2306081696686189,0.9786020149110191,0.3636751267573925,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,0.25089064789037013,-1.3676547331070554,345000.0,3,1,0,0,3,0,4,0,16,2,1,0,5,3,1,13,15,3,0,4,2,0,3,3,2,5,0,0,1,4,0,6,3,3,0,4,4,2,0,0,0,6,5
